,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
RGS2,0.8988,0.10119999999999996,2.183961695769531,7.494955e-05,0.00013501942,0.0,0.25,-0.8262644,-0.8858123,1.6263664,-6.3234587,4.68355,0.08709059,0.11148835,0.205,0.225,0.8260386,1.0431468,False,18 vs 08,18,08
PCDHGB7,0.8986,0.10140000000000005,2.1817648179880735,7.735308e-07,8.5268726e-07,0.0,0.25,-0.27565724,-0.31082916,1.9550902,-7.817196,7.743021,0.00040868483,0.0,0.0025,0.0,0.0038217988,0.0,False,18 vs 08,18,08
FBXO5,0.8986,0.10140000000000005,2.1817648179880735,0.00038197322,0.0003825845,0.0,0.25,0.010509287,-0.022975922,1.8279464,-5.9696054,6.887513,0.22219017,0.25173333,0.47,0.525,2.010396,2.2559195,False,18 vs 08,18,08
RORB,0.8986,0.10140000000000005,2.1817648179880735,3.435062e-06,5.094312e-06,0.0,0.25,-0.54114383,-0.55976105,1.8078694,-7.0406227,6.0865374,0.0012886369,0.008630053,0.0025,0.03,0.013916441,0.08517948,False,18 vs 08,18,08
AL671883.1,0.8984,0.10160000000000002,2.179571780985559,2.8870716e-06,2.950498e-06,0.0,0.25,-0.046071216,-0.054840088,1.8883075,-5.9397182,7.8318367,0.0080732275,0.003486113,0.0175,0.0125,0.0782606,0.0335844,False,18 vs 08,18,08
AC010980.1,0.8984,0.10160000000000002,2.179571780985559,4.863891e-06,3.313979e-06,0.0,0.25,0.54170686,0.51949215,2.2152193,-7.440996,9.056504,0.012822065,0.0068408535,0.04,0.03,0.11133116,0.06196124,False,18 vs 08,18,08
AC092910.1,0.8984,0.10160000000000002,2.179571780985559,8.5068604e-07,1.2590724e-06,0.0,0.25,-0.5753742,-0.5908108,1.9384134,-6.07913,6.4810276,0.0005020912,0.0031447574,0.0025,0.005,0.0049006524,0.036118574,False,18 vs 08,18,08
ISG20,0.8984,0.10160000000000002,2.179571780985559,1.5899255e-05,1.4460747e-05,0.0,0.25,0.18502922,0.20483017,1.8124596,-6.4218388,7.7910137,0.033834647,0.028675975,0.13,0.09,0.31798,0.27458236,False,18 vs 08,18,08
MEIOC,0.8982,0.1018,2.177382569438771,1.1490911e-06,1.1980048e-06,0.0,0.25,0.014146456,0.005599022,2.0618622,-9.132081,6.578829,0.002605074,0.0019566088,0.0075,0.0075,0.023489583,0.019081954,False,18 vs 08,18,08
FAM133A,0.8982,0.1018,2.177382569438771,1.8712237e-06,2.2877007e-06,0.0,0.25,-0.41952232,-0.43664742,2.0981677,-8.649397,7.9152374,0.002466104,0.00077543576,0.0075,0.0025,0.021105452,0.0074157435,False,18 vs 08,18,08
DKK1,0.8982,0.1018,2.177382569438771,2.0089608e-06,2.2313181e-06,0.0,0.25,-0.08109039,-0.17798805,2.3298173,-11.0342655,12.05467,0.0024932998,0.0039276974,0.01,0.0075,0.022531277,0.0331372,False,18 vs 08,18,08
FBXO15,0.8982,0.1018,2.177382569438771,8.3702776e-07,1.1444314e-06,0.0,0.25,-0.36659312,-0.40970802,1.8913771,-6.733225,6.0507298,0.0027949011,0.0032019229,0.01,0.01,0.02778665,0.027509663,False,18 vs 08,18,08
AC006299.1,0.898,0.10199999999999998,2.1751971681145754,2.8373136e-06,2.7172116e-06,0.0,0.25,0.110139444,0.0542202,2.5872948,-10.195074,12.651171,0.0011782337,0.0052075223,0.0025,0.0175,0.0093973605,0.05109792,False,18 vs 08,18,08
AC120114.4,0.8978,0.10219999999999996,2.173015561869213,3.4078883e-05,3.6293794e-05,0.0,0.25,-0.103879884,-0.09607792,1.9554248,-6.1119394,5.1171923,0.038251206,0.034100655,0.105,0.1,0.33234638,0.30772722,False,18 vs 08,18,08
CITED1,0.8978,0.10219999999999996,2.173015561869213,2.330739e-05,2.0613956e-05,0.0,0.25,0.08870728,0.07403326,1.941044,-6.112336,5.972337,0.04925649,0.015505156,0.115,0.0575,0.47809985,0.14450827,False,18 vs 08,18,08
PGC,0.8976,0.10240000000000005,2.1708377356475985,4.7447782e-05,5.9333317e-05,0.0,0.25,-0.3614096,-0.36363983,1.9930701,-8.140572,6.118325,0.07079793,0.08239848,0.1725,0.23,0.69603425,0.7742947,False,18 vs 08,18,08
IL10RB-AS1,0.8976,0.10240000000000005,2.1708377356475985,5.9105832e-06,3.903511e-06,0.0,0.25,0.4842788,0.4725647,1.9455456,-6.8896236,8.453138,0.013075284,0.0034374145,0.0425,0.0125,0.13250625,0.03022813,False,18 vs 08,18,08
MIR663AHG,0.8976,0.10240000000000005,2.1708377356475985,1.1458139e-06,1.87182e-06,0.0,0.25,-0.8435006,-0.8842182,1.7068144,-7.853076,6.0221844,0.0024890222,0.001986227,0.01,0.0075,0.02208848,0.01770019,False,18 vs 08,18,08
RNU7-18P,0.8976,0.10240000000000005,2.1708377356475985,6.4274275e-07,1.0059604e-06,0.0,0.25,-0.5536652,-0.5582266,1.9087893,-7.614605,6.6477566,0.0037983179,0.0002619235,0.01,0.0025,0.035114642,0.002044092,False,18 vs 08,18,08
ADAMTS8,0.8976,0.10240000000000005,2.1708377356475985,8.882405e-05,8.494421e-05,0.0,0.25,0.03928801,0.02352047,1.9825015,-7.2430286,8.298914,0.1025671,0.100224055,0.2725,0.26,0.9516163,0.91295314,False,18 vs 08,18,08
RPS12P18,0.8976,0.10240000000000005,2.1708377356475985,8.4564846e-07,9.255346e-07,0.0,0.25,-0.13920212,-0.16470909,1.9070184,-7.778261,6.500061,0.0064843367,0.0,0.0175,0.0,0.06662458,0.0,False,18 vs 08,18,08
AL133467.1,0.8974,0.10260000000000002,2.168663674482634,5.9778716e-07,1.2270734e-06,0.0,0.25,-1.0305417,-1.0646896,1.3489076,-5.3868465,3.816145,0.0011866067,0.0024766072,0.0075,0.0075,0.011497212,0.022133835,False,18 vs 08,18,08
AC026254.4,0.8974,0.10260000000000002,2.168663674482634,1.4834297e-06,1.8670996e-06,0.0,0.25,-0.38479254,-0.41218758,1.8924259,-6.474947,6.6210213,0.0033567364,0.0028435143,0.0125,0.01,0.034377,0.02428083,False,18 vs 08,18,08
SOCS3,0.8974,0.10260000000000002,2.168663674482634,2.4980533e-05,1.2463846e-05,0.0,0.25,0.9562499,0.94469786,1.6835237,-5.21716,7.105706,0.042533193,0.021908592,0.12,0.0625,0.40210697,0.21279596,False,18 vs 08,18,08
MT-ND6,0.8974,0.10260000000000002,2.168663674482634,3.4356601e-06,7.036374e-06,0.0,0.25,-0.7429349,-0.7267189,1.900048,-7.4123955,6.7013264,0.012240645,0.019692747,0.04,0.055,0.10797004,0.18114614,False,18 vs 08,18,08
AC005674.2,0.8974,0.10260000000000002,2.168663674482634,7.0166146e-07,7.780387e-07,0.0,0.25,-0.21845984,-0.23439121,2.0274613,-9.215971,6.8900375,0.0016904142,0.00047661513,0.0025,0.0025,0.013723345,0.0043876846,False,18 vs 08,18,08
E2F7,0.8974,0.10260000000000002,2.168663674482634,0.00016388425,0.00015386916,0.0,0.25,0.07533032,0.024379253,1.8471715,-6.3294134,6.9613256,0.111819394,0.1307618,0.305,0.325,1.004452,1.152549,False,18 vs 08,18,08
HIF1A-AS2,0.8972,0.1028,2.1664933634945154,1.7451553e-06,2.5705324e-06,0.0,0.25,-0.49559644,-0.5252142,1.8887204,-7.0194187,7.668806,0.0018416014,0.0030775922,0.005,0.01,0.018798022,0.027629377,False,18 vs 08,18,08
