,gene,00 vs 01_lfc_mean,00 vs 02_lfc_mean,00 vs 04_lfc_mean,00 vs 08_lfc_mean,00 vs 18_lfc_mean,01 vs 02_lfc_mean,01 vs 04_lfc_mean,01 vs 08_lfc_mean,01 vs 18_lfc_mean,02 vs 04_lfc_mean,02 vs 08_lfc_mean,02 vs 18_lfc_mean,04 vs 08_lfc_mean,04 vs 18_lfc_mean,08 vs 18_lfc_mean,00 vs 01_lfc_median,00 vs 02_lfc_median,00 vs 04_lfc_median,00 vs 08_lfc_median,00 vs 18_lfc_median,01 vs 02_lfc_median,01 vs 04_lfc_median,01 vs 08_lfc_median,01 vs 18_lfc_median,02 vs 04_lfc_median,02 vs 08_lfc_median,02 vs 18_lfc_median,04 vs 08_lfc_median,04 vs 18_lfc_median,08 vs 18_lfc_median,00 vs 01_lfc_std,00 vs 02_lfc_std,00 vs 04_lfc_std,00 vs 08_lfc_std,00 vs 18_lfc_std,01 vs 02_lfc_std,01 vs 04_lfc_std,01 vs 08_lfc_std,01 vs 18_lfc_std,02 vs 04_lfc_std,02 vs 08_lfc_std,02 vs 18_lfc_std,04 vs 08_lfc_std,04 vs 18_lfc_std,08 vs 18_lfc_std
BICDL1,,0.07145022,0.20832863,0.25633264,0.28449655,-0.017687246,0.13602607,0.15429136,0.18601581,-0.057106506,0.050241176,0.09369837,-0.17846292,0.031787325,-0.22798122,-0.28563035,0.061638832,0.21486378,0.27212477,0.28301287,-0.01805973,0.14701748,0.16482162,0.17992973,-0.056735992,0.036837578,0.10194826,-0.18595076,0.035573483,-0.23355198,-0.2909932,0.732727,0.68790334,0.70991373,0.7429695,0.70482963,0.7382975,0.7540451,0.80601054,0.7540393,0.7085872,0.73971844,0.700161,0.7570581,0.7203954,0.76289845
JUND,,0.08944018,0.11181855,0.09022733,0.035803113,-0.12166655,0.021720123,-0.006022033,-0.047735926,-0.19256218,-0.020664249,-0.06550829,-0.21736608,-0.05239873,-0.20017242,-0.15116026,0.09086895,0.11834669,0.10561991,0.045927048,-0.12359905,0.01967907,-0.000351429,-0.050402164,-0.19988012,-0.011259556,-0.054878235,-0.2184267,-0.061975002,-0.21777916,-0.15943432,0.3402889,0.32248124,0.36583477,0.35766065,0.338262,0.3088346,0.35263819,0.35205415,0.33689013,0.3335009,0.33603463,0.3099195,0.3720793,0.35729218,0.35605115
CCNB2,,0.19765191,0.04558825,0.1895997,0.21472873,0.24840888,-0.13454038,0.06944717,0.018451814,0.055889186,0.14414774,0.1315684,0.13994355,0.008072565,0.03470815,0.002779937,0.13669205,0.021428108,0.18928385,0.16324091,0.22853613,-0.093182564,0.10274935,-0.0038814545,0.09962273,0.13690281,0.089268684,0.1406126,-0.027748108,0.026159286,0.029001236,1.1264583,1.0601486,1.0636919,1.1591355,1.0726486,1.1467441,1.148503,1.2316111,1.1759282,1.0806121,1.1719841,1.1329896,1.2011775,1.1503621,1.2353531
AC008741.2,,-0.40060264,-0.52392024,-0.7511709,-0.5667999,-0.1938269,-0.12047623,-0.38027838,-0.20785564,0.18939842,-0.25877255,-0.08386812,0.2952033,0.1973186,0.5422853,0.35205436,-0.4195032,-0.5405402,-0.7608218,-0.6039052,-0.219872,-0.09689808,-0.37776232,-0.20549202,0.20070887,-0.25482893,-0.12254667,0.26184607,0.18245554,0.5080433,0.35252047,1.1285125,1.050174,1.1063907,1.1190982,1.1576581,1.0073855,1.0852276,1.0755113,1.105781,0.9970266,1.0029088,1.0200562,1.0582385,1.083017,1.098176
ACSS1,,-0.19254662,-0.29076183,-0.23000273,-0.076494336,0.26899368,-0.11128935,-0.056295324,0.125956,0.42708418,0.05749786,0.22476299,0.5563932,0.16709758,0.48912016,0.33650714,-0.20708227,-0.28891993,-0.2527609,-0.09468794,0.26932478,-0.10551262,-0.054475307,0.14675045,0.45277023,0.02413416,0.21416187,0.56055164,0.16567373,0.5110364,0.34667587,0.5696215,0.5287098,0.585473,0.61104834,0.6000033,0.5720471,0.61066526,0.64457506,0.66527987,0.56096166,0.61336327,0.6067511,0.6544606,0.6415665,0.6878159
DAPP1,,0.61293286,0.103489675,0.47869292,-0.7057446,-1.6510469,-0.5353644,-0.066973306,-1.3121141,-2.242066,0.40059942,-0.7064572,-1.7371327,-1.2044231,-2.0969887,-0.81392425,0.6630764,0.13355732,0.53361034,-0.7286234,-1.6156473,-0.56297493,-0.10770798,-1.3903732,-2.3262272,0.4376974,-0.77536106,-1.7895222,-1.2166958,-2.1443634,-0.8241768,2.792802,2.7746434,2.9522562,3.0094378,2.9780629,2.802681,2.8459294,2.9451435,2.8680243,2.8722234,2.9416223,2.8179712,3.0388038,2.9629285,3.011185
TMTC2,,-0.5326301,-0.82394123,-1.1652429,-1.2554168,-1.2595465,-0.31558895,-0.6587306,-0.7438387,-0.73762536,-0.33655226,-0.42166373,-0.39055058,-0.09339921,-0.08644187,0.019095413,-0.52599335,-0.828444,-1.1636076,-1.2618694,-1.2603574,-0.3309059,-0.6638589,-0.74198914,-0.74461794,-0.33525944,-0.43045187,-0.39112473,-0.102600574,-0.09856844,0.009424686,0.8101683,0.7604914,0.76553667,0.7783603,0.7440004,0.7537371,0.7813607,0.75124127,0.74391013,0.71549624,0.71445435,0.66536576,0.7128276,0.6886772,0.6724247
HIPK2,,-0.29973292,-0.23530269,-0.47676656,-0.5639491,-0.6001511,0.06418338,-0.21350159,-0.2850871,-0.33164153,-0.25809988,-0.33396715,-0.3624135,-0.082120724,-0.136429,-0.032814693,-0.31249905,-0.24202299,-0.51256275,-0.5851679,-0.59275246,0.054762363,-0.21022987,-0.27689743,-0.33131742,-0.28751898,-0.35475302,-0.36690044,-0.075573444,-0.11262703,-0.039129734,0.9820704,0.93361384,0.89176303,0.9344882,0.93883175,0.95114213,0.92463636,0.95011896,0.9628096,0.87000453,0.8938893,0.91066355,0.86562186,0.88109887,0.89607453
ZNRF3,,0.008043366,0.2508369,0.23796919,0.18395646,-0.071094535,0.2317541,0.1883042,0.16666828,-0.08606985,-0.026338495,-0.075404584,-0.27989033,-0.055929266,-0.30315602,-0.24761555,-0.031000614,0.2458415,0.2266736,0.17556143,-0.088739395,0.24391031,0.1918912,0.18728781,-0.081003666,-0.04579878,-0.075650215,-0.29176474,-0.057585716,-0.29503155,-0.26080275,0.7858349,0.7788097,0.7618898,0.8032247,0.7939936,0.8212244,0.8170803,0.8465382,0.8443277,0.79021025,0.83150816,0.833733,0.83579725,0.82941467,0.86831707
MORC2-AS1,,-0.117618434,-0.051514912,-0.1529983,-0.32387334,-0.59682107,0.0563937,-0.062910676,-0.21754111,-0.4808515,-0.10596151,-0.2723658,-0.5127133,-0.16945966,-0.44093257,-0.259242,-0.14450073,-0.063230515,-0.15533304,-0.3462906,-0.60476494,0.07170391,-0.047260284,-0.21611977,-0.46436405,-0.12804604,-0.27370358,-0.5316706,-0.18218136,-0.43675137,-0.27049017,0.8483435,0.7791916,0.80747604,0.8169785,0.8151262,0.83506674,0.8674657,0.8599872,0.8733342,0.79271424,0.8104709,0.80119056,0.8482763,0.85117114,0.86027575
JAKMIP2,,-0.937465,-1.4388835,-1.8762133,-1.6133361,-0.39210778,-0.50724447,-0.9685999,-0.6978039,0.4894068,-0.40970078,-0.082049094,1.0389618,0.32878822,1.4888573,1.2016231,-0.9374447,-1.4197845,-1.8872905,-1.638382,-0.43933487,-0.51091385,-0.9421396,-0.7351785,0.4752617,-0.41012907,-0.10279417,1.012352,0.27242136,1.4911356,1.2662592,1.7482364,1.6885396,1.755442,1.7931757,1.682382,1.74804,1.8044274,1.8547033,1.8179364,1.7040247,1.781375,1.6596475,1.8316312,1.791642,1.7869059
GNAI1,,0.21247654,0.3605439,0.6722726,0.78378975,0.79467475,0.14686574,0.4602191,0.59501654,0.5207655,0.2967645,0.42135912,0.38321498,0.11312155,0.07170364,-0.017426707,0.19146872,0.36357498,0.6396985,0.751894,0.8148699,0.15195227,0.45126247,0.61225367,0.5797,0.2436676,0.39593554,0.39874458,0.12570047,0.09750223,-0.00906229,1.0415587,0.97993946,1.0374205,1.0777819,1.0158353,1.1225296,1.1615933,1.2108983,1.163108,1.1086236,1.1818509,1.1064787,1.1877227,1.1351084,1.1719228
LINC01962,,-0.06444031,-0.09239695,0.011488135,0.10267291,0.528096,-0.024981493,0.0945209,0.14749119,0.5953027,0.13049084,0.2375847,0.6461353,0.10816123,0.5287955,0.4282335,-0.032360077,-0.069714546,0.03635502,0.12569904,0.5491438,-0.042891502,0.08889389,0.1377182,0.5948162,0.15650654,0.25238323,0.62806225,0.11161041,0.51839733,0.39920902,1.254207,1.1213241,1.2222021,1.2609118,1.2130195,1.2102454,1.3015219,1.3227501,1.3244035,1.185428,1.2253327,1.1929731,1.2890884,1.2753922,1.3018757
EPM2AIP1,,-0.16482648,-0.12967707,-0.26079708,-0.21700786,-0.13041493,0.034031752,-0.12746798,-0.056628674,0.01586977,-0.14673926,-0.09336337,0.011817775,0.051596325,0.129161,0.08661198,-0.17555332,-0.12831974,-0.2920742,-0.23410654,-0.14787102,0.040266514,-0.12527943,-0.06701708,0.004123211,-0.17116404,-0.10780048,-0.00060367584,0.051003933,0.119549274,0.091944695,0.7151108,0.6754015,0.6688717,0.71268624,0.7016315,0.717626,0.72330815,0.74529266,0.74272144,0.6733561,0.7093435,0.71026146,0.7220207,0.71696347,0.74491787
MATN4,,0.14927696,0.04426721,0.33724767,0.54978067,0.666927,-0.11177073,0.214823,0.39011064,0.50877756,0.29950905,0.5230433,0.63821405,0.21288384,0.3438019,0.09429411,0.14542198,0.053383827,0.29990387,0.49407768,0.6149006,-0.113277435,0.18626595,0.34382057,0.46494198,0.2587347,0.44956398,0.59411144,0.19023228,0.3158226,0.13265133,0.8582385,0.80770487,0.9317443,1.0159824,1.0066586,0.83889735,0.9616303,1.0308669,1.0270752,0.91743505,0.9944105,0.9628307,1.0955647,1.062331,1.1179255
HMX1,,0.02247495,0.12696221,0.2512599,0.4790608,0.3102018,0.090261094,0.18761618,0.4189604,0.2954143,0.11453734,0.35971704,0.21425281,0.22757994,0.09582206,-0.17171443,-0.005492687,0.1409483,0.22643137,0.44890976,0.30843973,0.11562824,0.17988396,0.41596365,0.3026986,0.08568716,0.34904766,0.20303059,0.2323432,0.10005474,-0.1707201,0.9540857,0.8787598,0.95673084,0.98061883,0.9808609,0.9935174,1.0245187,1.063497,1.055463,0.9775897,1.0069673,0.9858586,1.0576572,1.0511696,1.0806892
RNF43,,0.42229804,0.6249596,1.035567,1.3631593,1.5600712,0.21770017,0.6210593,0.9527,1.1367271,0.38377807,0.69880676,0.9084918,0.33598244,0.518222,0.17786627,0.42935514,0.639555,1.0277548,1.3458838,1.5247645,0.21803188,0.6032305,0.92347383,1.1026893,0.3673296,0.6732831,0.86414576,0.32301998,0.4907894,0.16469526,0.625812,0.6221335,0.7276088,0.85861313,0.90409386,0.6611872,0.75176364,0.8733332,0.9458124,0.7552181,0.90117276,0.93381965,0.9571754,1.0125558,1.1074785
PLEKHO1,,0.09110376,0.043955885,0.31189433,0.42733338,0.35269812,-0.06029452,0.22838618,0.32202798,0.25886282,0.27314064,0.38951394,0.31933007,0.10492653,0.05283539,-0.07061452,0.08927441,0.027092934,0.27610683,0.38985968,0.3183422,-0.054732323,0.20428514,0.3042884,0.22084427,0.24292755,0.36136818,0.2745576,0.112902164,0.041974545,-0.0785408,0.63368547,0.5813863,0.6759158,0.6960618,0.69701993,0.6322258,0.69474894,0.72884977,0.7258741,0.6613177,0.7056498,0.6778066,0.77147114,0.75548023,0.77593786
SCD,,-0.018913979,0.036069814,0.0049423627,0.042395752,0.06680266,0.0550228,0.0060254945,0.06622112,0.08956729,-0.03881577,0.00015251712,0.046551738,0.04215444,0.06858864,0.026555967,-0.054415226,0.021877766,-0.02341938,0.017100811,0.044507504,0.07674742,0.010150909,0.062680244,0.089375496,-0.051299095,-0.01043129,0.034193993,0.039355278,0.07057619,0.021094322,0.42726007,0.39592987,0.42224273,0.44552803,0.4431785,0.4403253,0.46242842,0.48072347,0.48365426,0.43005922,0.46478316,0.45860064,0.4904975,0.48598054,0.5065103
LMLN,,-0.15653883,-0.032563183,-0.15583308,-0.16212359,-0.11119403,0.128123,-0.02707435,-0.020650573,0.028994387,-0.13991815,-0.14230216,-0.06821209,-0.0028917035,0.042032234,0.059070293,-0.16378593,-0.042767525,-0.1785121,-0.17871904,-0.09035015,0.122267246,-0.021960735,-0.022268295,0.036893368,-0.1663518,-0.1584816,-0.0676322,0.010009766,0.05184841,0.06795645,0.8322393,0.772601,0.7677256,0.8007005,0.8155131,0.7670573,0.7748344,0.7914199,0.8049771,0.72505784,0.73302615,0.7574062,0.74628,0.7640729,0.790384
MT1X,,-0.22874157,-0.7429551,-1.0928675,-1.6819307,-2.0659533,-0.52591413,-0.8170048,-1.4733021,-1.7906708,-0.32057053,-0.90912795,-1.3168197,-0.61283356,-0.9565512,-0.34546825,-0.202034,-0.7634449,-1.1107769,-1.7434554,-2.147284,-0.530355,-0.80970573,-1.5467405,-1.8433347,-0.3027377,-0.9494643,-1.3623924,-0.63947964,-0.9962673,-0.33956432,1.1816492,1.1631254,1.187909,1.2402276,1.2759278,1.26343,1.2676666,1.3376203,1.3663412,1.2628963,1.3309073,1.3497016,1.3417081,1.3703575,1.4476027
AC010719.1,,0.19965874,0.30631304,0.10180721,0.15251581,0.35705492,0.12123882,-0.13399306,-0.067610204,0.1494731,-0.2643408,-0.20332524,-0.024186129,0.08323847,0.22087182,0.15456687,0.19082546,0.30195713,0.077809334,0.10390568,0.34858894,0.14177608,-0.15823078,-0.0598526,0.17043972,-0.31832504,-0.1988411,0.006465912,0.04893303,0.24718189,0.20575619,1.6498456,1.467108,1.6670635,1.6859126,1.6165777,1.6190463,1.7963482,1.8084226,1.7544044,1.626743,1.7029129,1.6167859,1.8541871,1.7568575,1.8630939
SPNS3,,0.75855017,0.4181895,1.142027,0.9440881,0.93034387,-0.35103688,0.45603165,0.22541699,0.13934362,0.7351782,0.60114944,0.48304707,-0.18650438,-0.20518875,0.004487677,0.82998276,0.4398117,1.1492863,0.94631577,0.94000435,-0.39137745,0.4123869,0.14034653,0.11464882,0.7780924,0.55566216,0.51425076,-0.2044487,-0.21526241,0.027269363,2.0674775,2.0571885,2.158135,2.2345462,2.2432547,2.0121887,2.0853777,2.1596189,2.15305,2.0940537,2.1729667,2.104077,2.2282934,2.1716955,2.2258747
CAPN15,,-0.038487114,0.036010507,0.044881012,0.1265498,0.13821612,0.07785164,0.06739752,0.15308589,0.17803791,0.004566814,0.09171864,0.10936536,0.085679784,0.10168367,0.011326996,-0.04173374,0.040525436,0.04259205,0.12702274,0.14021254,0.080310345,0.057223797,0.15609837,0.17753315,-0.0016832352,0.08384848,0.10042572,0.08671236,0.10535145,0.012915134,0.28324488,0.27441865,0.26712054,0.28523636,0.29122558,0.2949958,0.28912205,0.30599353,0.31581044,0.27825028,0.28947955,0.3054726,0.28659046,0.2987506,0.3122094
LINC00993,,-0.028410727,-0.120703444,-0.019266978,0.37807238,1.0500095,-0.10215815,-0.039302405,0.382818,1.0488619,0.0874457,0.548394,1.1885971,0.45099357,1.0963701,0.6755152,-0.050889015,-0.09860897,-0.005467415,0.3832636,1.0770044,-0.13755035,-0.05080986,0.36967278,1.0544748,0.10659027,0.50696373,1.2405224,0.44050503,1.1058207,0.71460056,1.5466413,1.3920925,1.4772406,1.5131991,1.5021152,1.4899652,1.5179522,1.5598576,1.6110858,1.3778769,1.3996307,1.4470836,1.4875478,1.5480914,1.5871361
ODF3B,,0.3667023,0.40640554,0.6788361,0.5077084,0.4075054,0.032773484,0.32152718,0.1452571,0.063515946,0.28251392,0.1375469,0.01896862,-0.16634616,-0.24987635,-0.07778946,0.39859486,0.44978666,0.6929469,0.5160098,0.42472935,0.02321434,0.322011,0.10314417,0.06288147,0.2744074,0.10479641,0.0017962456,-0.18002415,-0.24047565,-0.07372856,0.941178,0.8922815,0.99235696,0.9931228,0.98217887,0.89816374,0.98018074,0.9944361,0.9826944,0.9521282,0.9642241,0.9274517,1.0277303,1.0037782,1.011227
TUBB4B,,0.20336974,0.18931825,0.30930513,0.3432788,0.34590396,-0.007204782,0.13428088,0.1569641,0.14701813,0.118223354,0.14461845,0.12854101,0.029611593,0.02463244,-0.0191809,0.21397924,0.18478537,0.3177805,0.3461051,0.36255503,-0.015373707,0.12985611,0.16005516,0.1487956,0.11457014,0.14992428,0.1420312,0.025309086,0.019132614,-0.026542664,0.54023224,0.5107358,0.5207053,0.5448732,0.51289266,0.5285289,0.5474084,0.55509764,0.5355126,0.5176194,0.52569205,0.50315213,0.53450847,0.52382505,0.5276394
CAMK2N2,,0.09526183,0.1333767,0.14874482,0.24146652,0.08593338,0.025044234,0.034957062,0.1291261,0.00027400075,0.004612362,0.10355371,-0.040041957,0.08673711,-0.051216085,-0.16795225,0.08037424,0.15345764,0.1427126,0.23324823,0.09889984,0.04625559,0.041143894,0.14091873,0.01234436,-0.01678896,0.09293461,-0.030090332,0.08630705,-0.027475357,-0.15254307,0.6657483,0.6018228,0.6628846,0.6782182,0.63755226,0.6420272,0.6820023,0.7100661,0.6682292,0.6413915,0.663431,0.6207936,0.7134032,0.6779146,0.7037326
GPNMB,,-0.03786383,-0.019788524,-0.001999003,0.08559393,0.05687838,0.023894692,0.033709243,0.09647031,0.13528222,0.028347254,0.11869098,0.08335068,0.10187668,0.07642885,-0.01616405,-0.06366825,-0.03853178,0.01235199,0.085902214,0.049243927,-0.0056881905,0.062529564,0.095246315,0.106271744,0.071538925,0.14694118,0.11773825,0.09248161,0.04575777,-0.02083826,1.1232095,1.0236248,1.1748443,1.1104617,1.0441074,1.0959612,1.2208302,1.1638927,1.1405953,1.1439971,1.0876658,1.0548815,1.2091877,1.1921294,1.1414062
SLC11A2,,0.03441412,0.15986541,0.24910837,0.13159916,-0.038319368,0.1255106,0.20760004,0.08274052,-0.07831217,0.085675076,-0.029284757,-0.18469034,-0.12800333,-0.28077775,-0.13815439,0.027627945,0.17731905,0.25423288,0.14029932,-0.015472412,0.15026999,0.22487402,0.10847616,-0.048592567,0.07316828,-0.030927658,-0.18474245,-0.12741041,-0.26465082,-0.13421154,0.63139015,0.57077914,0.60024947,0.60801476,0.55476457,0.590838,0.6286051,0.61445796,0.58008534,0.58003306,0.5654845,0.524754,0.5933596,0.5633831,0.5477394
RPL23AP18,,0.18442029,0.11264629,0.63521177,0.781745,0.9714493,-0.099827506,0.44117987,0.60984963,0.7710524,0.5512969,0.7443939,0.91666925,0.1674465,0.36787152,0.22426128,0.20951271,0.1618805,0.5718546,0.775548,0.944582,-0.12675571,0.40332603,0.53564644,0.7465277,0.5307474,0.6979761,0.8677664,0.11596012,0.39334106,0.2601986,1.62585,1.4851964,1.623679,1.7080992,1.6958153,1.5453162,1.6420442,1.7260532,1.7635671,1.5298555,1.6432143,1.6516608,1.7292606,1.730403,1.8254454
AC106028.4,,0.1189849,-0.016971832,0.2956402,0.46957833,1.4378271,-0.122112,0.21333072,0.38405448,1.3295658,0.35208303,0.58224845,1.4860661,0.22522497,1.1791927,0.9683833,0.12444496,0.042450905,0.29132462,0.43718147,1.4340401,-0.16191006,0.19577408,0.3684082,1.3494987,0.351552,0.55060196,1.4518709,0.18535233,1.1517658,0.9636507,2.0807688,1.8890805,2.0426946,2.146998,2.132784,2.0539336,2.2089798,2.279766,2.2992833,2.0430052,2.163542,2.106108,2.2365148,2.232263,2.3219895
RPL12P42,,0.21015388,0.2084224,0.28105494,0.7594632,1.3044274,0.013019461,0.046302423,0.52925646,1.0326935,0.0025365811,0.50070333,0.9926856,0.5212527,0.9780875,0.47768334,0.16890144,0.1834383,0.20087147,0.7045717,1.2520323,0.042053223,0.017004013,0.5393801,1.0631504,-0.05919838,0.46403313,0.97966385,0.51671124,1.0214405,0.5108118,1.692501,1.5239993,1.6874013,1.7565644,1.7274121,1.6698865,1.834071,1.8487557,1.8609618,1.6614131,1.7699428,1.726659,1.8898426,1.8507653,1.97367
LINC01983,,0.620547,0.0032695835,0.19048768,-1.0474484,-1.6880711,-0.6165024,-0.27055174,-1.6351542,-2.2740107,0.2490915,-0.95274305,-1.7496381,-1.2698005,-1.902378,-0.60614234,0.64660454,0.045329094,0.19762707,-1.1147051,-1.7721272,-0.713459,-0.24386597,-1.780982,-2.4388447,0.32270908,-1.0222082,-1.9012356,-1.3382702,-2.0345688,-0.70247316,2.7302558,2.699129,2.8252904,2.9609601,3.1043296,2.746199,2.8951993,2.9871476,3.1154363,2.833754,2.9626923,3.0300827,3.025395,3.1307218,3.2529695
MPC2,,0.032503825,-0.047737066,0.04923424,-0.014749042,-0.09978226,-0.087422885,0.029003814,-0.04058241,-0.12564562,0.10570957,0.045243252,-0.037862293,-0.07151373,-0.13618143,-0.071961015,0.043339252,-0.053004265,0.039707184,-0.017858028,-0.11141014,-0.099974155,0.024681091,-0.05200529,-0.13192463,0.10111761,0.042233467,-0.044909,-0.058570385,-0.13885593,-0.079195976,0.38467273,0.36861545,0.39681783,0.39724943,0.41275212,0.38629827,0.410416,0.4170267,0.42325234,0.40199786,0.40298378,0.41263098,0.4279335,0.4362244,0.4415502
ZBTB43,,-0.31782186,-0.16595161,-0.43245542,-0.41843173,-0.3599554,0.1555683,-0.16306822,-0.116393544,-0.06044549,-0.29279745,-0.27974924,-0.1933131,0.023452485,0.05943357,0.048826903,-0.31989813,-0.1932087,-0.45361853,-0.43782902,-0.3380785,0.14877176,-0.14758301,-0.11035347,-0.07609558,-0.30283546,-0.266675,-0.18229151,0.009962559,0.043823242,0.0347867,1.073526,1.0340548,1.0043528,1.0493886,1.0583553,1.0068586,0.992866,1.0286784,1.0270743,0.95129997,0.98088235,0.9880115,0.9766582,0.9697641,1.0014563
MT-ATP6,,0.024000537,-0.014591231,-0.1710178,-0.22416285,0.20520245,-0.024530938,-0.19514845,-0.22713959,0.18843001,-0.1637737,-0.19118461,0.21726573,-0.031638887,0.38362804,0.41723964,0.042696953,-0.02675581,-0.18209267,-0.20181704,0.18737125,-0.06446743,-0.23392391,-0.22801018,0.1669178,-0.15631723,-0.16258669,0.22896814,-0.010336876,0.37075472,0.38317108,0.781899,0.69888943,0.78753513,0.81102395,0.73094743,0.7452557,0.83129656,0.8560493,0.7645398,0.762981,0.7996909,0.68682563,0.8675662,0.7789668,0.8034988
AC067750.1,,-0.24167185,-0.32252383,-0.59588426,-0.77453476,-0.58171487,-0.077647805,-0.35348967,-0.54979366,-0.34867215,-0.27838543,-0.46413139,-0.25063297,-0.17759128,-0.00016900101,0.19154772,-0.27783394,-0.33166218,-0.65941334,-0.8380823,-0.6119852,-0.05307865,-0.3823309,-0.5511341,-0.34294796,-0.31361485,-0.46256733,-0.24301815,-0.16706276,0.016787052,0.20279312,1.1700929,1.0644975,1.0936396,1.0877538,1.1081116,1.0949641,1.1045785,1.0933597,1.1041294,1.0398357,1.0207332,1.0204239,1.0408853,1.0345838,1.0629326
C1QTNF3,,-0.26773816,-0.24011001,-0.38929427,-0.15719955,0.06310012,0.04316045,-0.13584255,0.055766486,0.3122343,-0.16191567,0.074695215,0.2913333,0.24525408,0.45569345,0.20858267,-0.31026316,-0.2559781,-0.39621592,-0.17494822,0.039069176,0.06428099,-0.14479923,0.048245907,0.30517244,-0.16963673,0.038981438,0.26604462,0.22594929,0.44894648,0.21421862,0.9838514,0.9585373,1.0261735,1.0580603,1.1199396,0.959794,1.0400925,1.0673573,1.1119709,1.0090432,1.0274432,1.0826681,1.0646986,1.1525065,1.156016
AC005253.1,,-0.38097525,-0.41694027,-0.8053251,-0.6881996,-0.76758796,-0.053983245,-0.50378406,-0.34736526,-0.4507447,-0.44139698,-0.32335705,-0.36916137,0.12550505,-0.019683458,-0.09608279,-0.50639343,-0.41978264,-0.8891649,-0.7991028,-0.8700695,0.011105537,-0.48107243,-0.36171055,-0.44512558,-0.50274754,-0.37465858,-0.42890358,0.09909439,-0.04703617,-0.12338352,2.2545464,2.0432873,2.0322785,2.1792955,2.2077394,2.3577745,2.401421,2.4352877,2.4881673,2.1638925,2.2898176,2.3129075,2.3532503,2.3383586,2.4568849
AC117395.1,,0.007848003,-0.47458744,-0.14532389,0.06656587,0.3410525,-0.5035533,-0.10279223,0.07644751,0.3034796,0.33151206,0.53352565,0.7612128,0.22291248,0.461358,0.25220016,0.010199547,-0.4911375,-0.12913513,0.05038309,0.3330803,-0.5230999,-0.11732197,0.037124634,0.30042887,0.34326458,0.5271783,0.74798584,0.20159245,0.4288125,0.2575245,1.1828063,1.1738812,1.2203798,1.2614722,1.2673376,1.1824744,1.2197427,1.2780699,1.2818656,1.208029,1.272645,1.272348,1.3207172,1.3026735,1.3342767
TCAP,,-0.3759701,-0.6707514,-0.9598156,-1.3000154,-1.4217268,-0.31086445,-0.58795583,-0.9525844,-1.0557171,-0.28100005,-0.60111725,-0.7279529,-0.34645694,-0.45000458,-0.09869157,-0.37751484,-0.67035294,-0.9434552,-1.3288574,-1.4296227,-0.31264925,-0.5903282,-0.9847307,-1.0777335,-0.26577187,-0.6413779,-0.75311184,-0.3808694,-0.45768738,-0.07354212,0.77139807,0.73062164,0.74953514,0.8111061,0.79731995,0.7509311,0.7677022,0.81738824,0.8122471,0.7241701,0.813609,0.7460399,0.8008718,0.7789883,0.8338235
MAN2A2,,0.048559442,0.24144931,0.23034927,0.39243582,0.35216013,0.19625649,0.1481987,0.34326777,0.31051013,-0.03245573,0.12528934,0.10782102,0.1704708,0.11745708,-0.057287797,0.007860661,0.24553776,0.21331978,0.38104868,0.32862854,0.24271584,0.16768312,0.36255836,0.30813026,-0.05465603,0.11492634,0.09070301,0.17710161,0.10725212,-0.06595802,0.70757157,0.64649963,0.67308414,0.7162396,0.7218175,0.7140921,0.7458418,0.78173447,0.78574723,0.6882524,0.75408465,0.73275614,0.7783815,0.76118904,0.80537325
TOB2,,-0.36792767,-0.4533556,-0.68667996,-0.7200061,-0.6040149,-0.088935636,-0.3287775,-0.37385148,-0.24208485,-0.2365303,-0.28258765,-0.15290272,-0.033417284,0.07328393,0.12581386,-0.37617683,-0.45899963,-0.6846361,-0.7201276,-0.5995488,-0.0842495,-0.32972193,-0.37936068,-0.23442078,-0.24225616,-0.28756666,-0.15039206,-0.041560173,0.056954384,0.124902725,0.75797737,0.6926976,0.7297968,0.7181695,0.7249535,0.6781142,0.7243486,0.69093555,0.7089348,0.66308665,0.64264095,0.64020324,0.66407305,0.68249273,0.6582389
